symbol,currency,categoryName,currencyProfit,quoteId,quoteIdCross,marginMode,profitMode,pipsPrecision,contractSize,exemode,time,expiration,stopsLevel,precision,swapType,stepRuleId,type,instantMaxVolume,groupName,description,longOnly,trailingEnabled,marginHedgedStrong,swapEnable,percentage,bid,ask,high,low,lotMin,lotMax,lotStep,tickSize,tickValue,swapLong,swapShort,leverage,spreadRaw,spreadTable,starting,swap_rollover3days,marginMaintenance,marginHedged,initialMargin,timeString,shortSelling,currencyPair
TGNA.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961970323,,0,2,2,12,2436,2147483647,US,TEGNA Inc,True,False,False,True,100.0,18.21,18.23,18.34,17.84,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Fri Feb 07 21:59:30 CET 2025,False,False
FUTU.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961998387,,0,2,2,12,2436,2147483647,US,Futu Holdings Ltd - ADR,True,False,False,True,100.0,105.87,106.16,106.86,99.95,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.29,29.0,,0,0,0,0,Fri Feb 07 21:59:58 CET 2025,False,False
BMRN.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961988363,,0,2,2,12,2436,2147483647,US,BioMarin Pharmaceutical Inc,True,False,False,True,100.0,64.28,64.36,64.94,63.66,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.08,8.0,,0,0,0,0,Fri Feb 07 21:59:48 CET 2025,False,False
SIRI.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738962897693,,0,2,2,12,2436,2147483647,US,Sirius XM Holdings Inc,True,False,False,True,100.0,25.41,25.43,25.88,20.0,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Fri Feb 07 22:14:57 CET 2025,False,False
HALO.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961995381,,0,2,2,671,13,2147483647,US,Halozyme Therapeutics Inc CFD,False,False,False,True,100.0,57.03,57.29,57.87,56.69,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,30.0,0.26,26.0,,0,0,0,0,Fri Feb 07 21:59:55 CET 2025,True,False
DEA.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961642561,,0,2,2,671,13,2147483647,US,Easterly Government Properties Inc CFD,False,False,False,True,100.0,10.82,10.87,10.85,10.66,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,20.0,0.05,5.0,,0,0,0,0,Fri Feb 07 21:54:02 CET 2025,True,False
GEO.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961994879,,0,2,2,12,2436,2147483647,US,GEO Group Inc/The,True,False,False,True,100.0,26.86,26.88,27.59,26.55,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Fri Feb 07 21:59:54 CET 2025,False,False
SKFB.SE_9,SEK,STC,SEK,6,15,104,6,2,1,1,1738946392760,,0,2,2,225,2432,2147483647,Sweden,SKF AB,True,False,False,True,100.0,217.6,217.7,222.1,216.9,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.1,10.0,,0,0,0,0,Fri Feb 07 17:39:52 CET 2025,False,False
EXPD.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961965814,,0,2,2,671,13,2147483647,US,Expeditors International of Wa CFD,False,False,False,True,100.0,110.41,110.92,111.18,109.12,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,20.0,0.51,51.0,,0,0,0,0,Fri Feb 07 21:59:25 CET 2025,True,False
WCC.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961962809,,0,2,2,671,13,2147483647,US,Wesco International Inc CFD,False,False,False,True,100.0,184.89,185.61,188.91,184.02,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,30.0,0.72,72.0,,0,0,0,0,Fri Feb 07 21:59:22 CET 2025,True,False
NXT.UK_4,GBP,STC,GBP,6,4,103,6,2,1,1,1738946699749,,0,2,2,572,14,2147483647,UK,Next PLC CFD,False,False,False,True,100.0,96.71,97.07,98.47,95.99,1.0,1000000.0,1.0,0.01,0.01,-0.02556,0.0,20.0,0.36,36.0,,0,0,0,0,Fri Feb 07 17:44:59 CET 2025,True,False
JMAT.UK_4,GBP,STC,GBP,6,4,103,6,3,1,1,1738946674141,,0,3,2,624,14,2147483647,UK,Johnson Matthey PLC CFD,False,False,False,True,100.0,14.17,14.25,14.47,14.11,1.0,1000000.0,1.0,0.001,0.001,-0.02556,0.0,20.0,0.08,80.0,,0,0,0,0,Fri Feb 07 17:44:34 CET 2025,True,False
ABBV.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961988865,,0,2,2,12,2436,2147483647,US,AbbVie Inc,True,False,False,True,100.0,190.67,190.77,193.64,190.57,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.1,10.0,,0,0,0,0,Fri Feb 07 21:59:48 CET 2025,False,False
ANE.ES_4,EUR,STC,EUR,6,4,103,6,3,1,1,1738946693221,,0,3,2,624,11,2147483647,Spain,Acciona Energias Renova CFD,False,False,False,True,100.0,17.73,17.82,18.18,17.66,1.0,1000000.0,1.0,0.001,0.001,-0.02062,-0.00438,30.0,0.09,90.0,,0,0,0,0,Fri Feb 07 17:44:53 CET 2025,True,False
NWG.UK_9,GBP,STC,GBP,6,15,104,6,4,1,1,1738946699747,,0,4,2,225,2434,2147483647,UK,Natwest Group PLC,True,False,False,True,100.0,4.443,4.446,4.485,4.388,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.003,30.0,,0,0,0,0,Fri Feb 07 17:44:59 CET 2025,False,False
KGX.DE_9,EUR,STC,EUR,6,15,104,6,3,1,1,1738946697235,,0,3,2,225,2424,2147483647,Germany,KION Group AG,True,False,False,True,100.0,36.22,36.29,36.97,35.46,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.07,70.0,,0,0,0,0,Fri Feb 07 17:44:57 CET 2025,False,False
AY.US_9,USD,STC,USD,6,15,104,6,4,1,1,1733949418777,,0,4,2,12,2436,2147483647,US,CLOSE ONLY / Atlantica Sustainable Infrastructure PLC CFD,True,False,False,True,100.0,21.98,22.0,0.0,0.0,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.02,200.0,,0,0,0,0,Wed Dec 11 21:36:58 CET 2024,False,False
DM.US,USD,STC,USD,6,15,104,6,2,1,1,1738961624022,,0,2,2,12,2436,2147483647,US,Desktop Metal Inc - class A,True,False,False,True,100.0,2.66,2.68,2.72,2.45,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Fri Feb 07 21:53:44 CET 2025,False,False
IU5C.DE,EUR,ETF,EUR,6,15,104,6,3,1,1,1738946698242,,0,3,2,226,3052,2147483647,ETFs,"iShares, UCITS, ACC, EUR",True,False,False,True,100.0,11.392,11.402,11.49,11.312,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.01,10.0,,0,0,0,0,Fri Feb 07 17:44:58 CET 2025,False,False
RMS.FR_4,EUR,STC,EUR,6,4,103,6,2,1,1,1738946655051,,0,2,2,572,15,2147483647,France,Hermes International CFD,False,False,False,True,100.0,2697.0,2708.0,2745.0,2696.0,1.0,1000000.0,1.0,0.01,0.01,-0.02062,-0.00438,20.0,11.0,1100.0,,0,0,0,0,Fri Feb 07 17:44:15 CET 2025,True,False
ARCH.US_4,USD,STC,USD,6,4,103,6,2,1,1,1736801988998,,0,2,2,671,13,2147483647,US,CLOSE ONLY / Arch Resources Inc - class A,False,False,False,True,100.0,133.51,135.0,0.0,0.0,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,30.0,1.49,149.0,,0,0,0,0,Mon Jan 13 21:59:48 CET 2025,True,False
APLE.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961988866,,0,2,2,12,2436,2147483647,US,Apple Hospitality REIT Inc,True,False,False,True,100.0,15.62,15.63,15.78,15.54,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.01,1.0,,0,0,0,0,Fri Feb 07 21:59:48 CET 2025,False,False
SYBL.DE,EUR,ETF,EUR,6,15,104,6,4,1,1,1738946670120,,0,4,2,276,3052,2147483647,ETFs,"SPDR, UCITS, DIST, EUR",True,False,False,True,100.0,43.724,43.77,44.046,43.484,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.046,460.0,,0,0,0,0,Fri Feb 07 17:44:30 CET 2025,False,False
PZZA.US,USD,STC,USD,6,15,104,6,2,1,1,1738961972328,,0,2,2,12,2436,2147483647,US,Papa John's International Inc,True,False,False,True,100.0,38.03,38.19,39.15,37.76,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.16,16.0,,0,0,0,0,Fri Feb 07 21:59:32 CET 2025,False,False
SOLB.BE_9,EUR,STC,EUR,6,15,104,6,3,1,1,1738946695730,,0,3,2,225,2417,2147483647,Belgium,Solvay SA,True,False,False,True,100.0,30.52,30.58,31.42,30.37,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.06,60.0,,0,0,0,0,Fri Feb 07 17:44:55 CET 2025,False,False
TGT.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961996884,,0,2,2,12,2436,2147483647,US,Target Corp,True,False,False,True,100.0,131.23,131.31,134.78,130.28,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.08,8.0,,0,0,0,0,Fri Feb 07 21:59:56 CET 2025,False,False
KEMIRA.FI_4,EUR,STC,EUR,6,4,103,6,2,1,1,1738946390743,,0,2,2,624,1353,2147483647,Finland,Kemira Oyj CFD,False,False,False,True,100.0,21.42,21.56,21.52,21.1,1.0,1000000.0,1.0,0.01,0.01,-0.02062,-0.00438,20.0,0.14,14.0,,0,0,0,0,Fri Feb 07 17:39:50 CET 2025,True,False
SKX.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961998387,,0,2,2,671,13,2147483647,US,Skechers USA Inc CFD - class A ,False,False,False,True,100.0,65.48,65.72,72.99,64.53,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,20.0,0.24,24.0,,0,0,0,0,Fri Feb 07 21:59:58 CET 2025,True,False
BK.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961992374,,0,2,2,671,13,2147483647,US,Bank of New York Mellon Corp CFD ,False,False,False,True,100.0,86.03,86.3,86.83,85.6,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,20.0,0.27,27.0,,0,0,0,0,Fri Feb 07 21:59:52 CET 2025,True,False
STEM.US,USD,STC,USD,6,15,104,6,4,1,1,1738961993377,,0,4,2,12,2436,2147483647,US,Stem Inc,True,False,False,True,100.0,0.5687,0.5764,0.5857,0.554,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.0077,77.0,,0,0,0,0,Fri Feb 07 21:59:53 CET 2025,False,False
U3O8.DE,EUR,ETF,EUR,6,15,104,6,4,1,1,1738946688199,,0,4,2,226,3052,2147483647,ETFs,"Sprott, UCITS, ACC, EUR",True,False,False,True,100.0,8.81,8.833,8.875,8.653,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.023,230.0,,0,0,0,0,Fri Feb 07 17:44:48 CET 2025,False,False
HUBS.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961972328,,0,2,2,671,13,2147483647,US,HubSpot Inc CFD,False,False,False,True,100.0,770.49,774.54,780.2,768.95,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,20.0,4.05,405.0,,0,0,0,0,Fri Feb 07 21:59:32 CET 2025,True,False
DEC.UK_9,GBP,STC,GBP,6,15,104,6,3,1,1,1738946687694,,0,3,2,224,2434,2147483647,UK,Diversified Energy Company PLC,True,False,False,True,100.0,13.38,13.39,13.64,13.15,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.01,10.0,,0,0,0,0,Fri Feb 07 17:44:47 CET 2025,False,False
XLF.US_5,USD,ETF,USD,6,4,103,6,2,1,1,1738961980345,,0,2,2,671,70,2147483647,ETF,"SPDR, DIST, USD",False,False,False,True,100.0,51.75,51.92,52.16,51.73,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,20.0,0.17,17.0,,0,0,0,0,Fri Feb 07 21:59:40 CET 2025,True,False
G.IT_9,EUR,STC,EUR,6,15,104,6,3,1,1,1738946698246,,0,3,2,225,2425,2147483647,Italy,Assicurazioni Generali SpA,True,False,False,True,100.0,31.17,31.19,31.23,30.56,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.02,20.0,,0,0,0,0,Fri Feb 07 17:44:58 CET 2025,False,False
KOF.FR_4,EUR,STC,EUR,6,4,103,6,2,1,1,1738946671126,,0,2,2,623,15,2147483647,France,Kaufman & Broad SA CFD,False,False,False,True,100.0,32.85,33.05,33.84,32.2,1.0,1000000.0,1.0,0.01,0.01,-0.02062,-0.00438,30.0,0.2,20.0,,0,0,0,0,Fri Feb 07 17:44:31 CET 2025,True,False
UETW.DE,EUR,ETF,EUR,6,15,104,6,4,1,1,1738946698744,,0,4,2,276,3052,2147483647,ETFs,"UBS, UCITS, ACC, EUR",True,False,False,True,100.0,33.485,33.535,33.674,33.12,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.05,500.0,,0,0,0,0,Fri Feb 07 17:44:58 CET 2025,False,False
XMME.UK,USD,ETF,USD,6,15,104,6,4,1,1,1738946699746,,0,4,2,272,3055,2147483647,ETFs,"Xtrackers, UCITS, ACC, USD",True,False,False,True,100.0,57.96,58.04,58.64,57.5,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.08,800.0,,0,0,0,0,Fri Feb 07 17:44:59 CET 2025,False,False
SGAS.DE_9,EUR,ETF,EUR,6,15,104,6,3,1,1,1738946699751,,0,3,2,226,3052,2147483647,ETFs,"iShares, UCITS, ACC, EUR",True,False,False,True,100.0,12.016,12.024,12.09,11.99,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.008,8.0,,0,0,0,0,Fri Feb 07 17:44:59 CET 2025,False,False
FRT.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961980848,,0,2,2,12,2436,2147483647,US,Federal Realty Investment Trust,True,False,False,True,100.0,110.66,110.93,111.38,110.06,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.27,27.0,,0,0,0,0,Fri Feb 07 21:59:40 CET 2025,False,False
PSQ.US_5,USD,ETF,USD,6,4,103,6,2,1,1,1738961993376,,0,2,2,671,70,2147483647,ETF,"ProShares, DIST, USD",True,False,False,True,100.0,36.65,36.79,36.7,36.04,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.14,14.0,,0,0,0,0,Fri Feb 07 21:59:53 CET 2025,False,False
DEMANT.DK_4,DKK,STC,DKK,6,4,103,6,2,1,1,1738944594696,,0,2,2,572,1352,2147483647,Denmark,Demant A/S CFD,False,False,False,True,100.0,263.2,264.6,265.2,258.0,1.0,1000000.0,1.0,0.01,0.01,-0.01987,-0.00513,20.0,1.4,140.0,,0,0,0,0,Fri Feb 07 17:09:54 CET 2025,True,False
CSL.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961998387,,0,2,2,12,2436,2147483647,US,Carlisle Cos Inc,True,False,False,True,100.0,348.75,349.32,352.46,344.2,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.57,57.0,,0,0,0,0,Fri Feb 07 21:59:58 CET 2025,False,False
PCH.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961984354,,0,2,2,12,2436,2147483647,US,Potlatchdeltic Corp,True,False,False,True,100.0,44.94,45.01,45.07,44.06,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.07,7.0,,0,0,0,0,Fri Feb 07 21:59:44 CET 2025,False,False
VOD.UK_4,GBP,STC,GBP,6,4,103,6,4,1,1,1738946691710,,0,4,2,572,14,2147483647,UK,Vodafone Group PLC CFD,False,False,False,True,100.0,0.6891,0.6917,0.6929,0.5771,1.0,1000000.0,1.0,0.0001,0.0001,-0.02556,0.0,20.0,0.0026,26.0,,0,0,0,0,Fri Feb 07 17:44:51 CET 2025,True,False
SUSM.UK,USD,ETF,USD,6,15,104,6,4,1,1,1738946612838,,0,4,2,272,3055,2147483647,ETFs,"iShares, UCITS, ACC, USD",True,False,False,True,100.0,7.4225,7.4375,7.5025,7.3925,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.015,150.0,,0,0,0,0,Fri Feb 07 17:43:32 CET 2025,False,False
TSLA.DE,EUR,STC,EUR,6,15,104,6,2,1,1,1738946698743,,0,2,2,226,2424,2147483647,Germany,Tesla Inc,True,False,False,True,100.0,357.1,357.35,366.3,353.65,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.25,25.0,,0,0,0,0,Fri Feb 07 17:44:58 CET 2025,False,False
FIS.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961999889,,0,2,2,671,3159,2147483647,US,Fidelity National Information CFD,False,False,False,True,100.0,82.93,83.21,83.8,82.7,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,20.0,0.28,28.0,,0,0,0,0,Fri Feb 07 21:59:59 CET 2025,True,False
GXI.DE_9,EUR,STC,EUR,6,15,104,6,2,1,1,1738946695227,,0,2,2,224,2424,2147483647,Germany,Gerresheimer AG,True,False,False,True,100.0,79.75,79.9,82.75,71.5,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.15,15.0,,0,0,0,0,Fri Feb 07 17:44:55 CET 2025,False,False
GAW.UK_9,GBP,STC,GBP,6,15,104,6,2,1,1,1738946698242,,0,2,2,224,2434,2147483647,UK,Games Workshop Group PLC,True,False,False,True,100.0,143.5,143.8,146.0,133.9,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.3,30.0,,0,0,0,0,Fri Feb 07 17:44:58 CET 2025,False,False
CRSR.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961962307,,0,2,2,671,13,2147483647,US,Corsair Gaming Inc CFD,False,False,False,True,100.0,9.26,9.31,9.58,8.92,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,30.0,0.05,5.0,,0,0,0,0,Fri Feb 07 21:59:22 CET 2025,True,False
TPST.US,USD,STC,USD,6,15,104,6,4,1,1,1738961855065,,0,4,2,12,2436,2147483647,US,Tempest Therapeutics Inc,True,False,False,True,100.0,0.8721,0.8834,0.912,0.8535,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.0113,113.0,,0,0,0,0,Fri Feb 07 21:57:35 CET 2025,False,False
OUT.US,USD,STC,USD,6,15,104,6,2,1,1,1738961801445,,0,2,2,12,2436,2147483647,US,Outfront Media Inc,True,False,False,True,100.0,18.64,18.68,18.92,18.51,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.04,4.0,,0,0,0,0,Fri Feb 07 21:56:41 CET 2025,False,False
ALV.DE_9,EUR,STC,EUR,6,15,104,6,2,1,1,1738946699750,,0,2,2,225,2424,2147483647,Germany,Allianz SE,True,False,False,True,100.0,317.8,318.0,318.9,316.6,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.2,20.0,,0,0,0,0,Fri Feb 07 17:44:59 CET 2025,False,False
TT.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961993377,,0,2,2,671,13,2147483647,US,Trane Technologies PLC CFD,False,False,False,True,100.0,354.47,355.78,358.98,352.35,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,20.0,1.31,131.0,,0,0,0,0,Fri Feb 07 21:59:53 CET 2025,True,False
RIZJ.DE,EUR,ETF,EUR,6,15,104,6,4,1,1,1738946579684,,0,4,2,226,3052,2147483647,ETFs,"Rize, UCITS, ACC, EUR",True,False,False,True,100.0,4.6725,4.693,4.7175,4.509,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.0205,205.0,,0,0,0,0,Fri Feb 07 17:42:59 CET 2025,False,False
CH50cash,USD,IND,USD,5,4,102,6,0,10,1,1739143644580,,0,1,3,2,4053,2147483647,Asia-Pacific,FTSE China A50 index (CFD),False,True,False,True,100.0,12983.0,13009.0,12999.0,12916.0,0.01,100.0,0.01,0.1,1.0,-0.020313,0.0,10.0,26.0,26.0,,0,0,0,0,Mon Feb 10 00:27:24 CET 2025,True,False
GY3S.DE,EUR,ETF,EUR,6,15,104,6,4,1,1,0,,0,4,2,472,3052,2147483647,ETFs,"CLOSE ONLY / ACC, EUR",True,False,False,True,100.0,0.0,0.0,0.0,0.0,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.0,0.0,,0,0,0,0,Thu Jan 01 01:00:00 CET 1970,False,False
TECK.US_4,USD,STC,USD,6,4,103,6,2,1,1,1738961999890,,0,2,2,671,13,2147483647,US,Teck Resources Ltd - class B CFD,False,False,False,True,100.0,43.18,43.35,44.23,42.65,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,20.0,0.17,17.0,,0,0,0,0,Fri Feb 07 21:59:59 CET 2025,True,False
IBZL.NL,EUR,ETF,EUR,6,15,104,6,3,1,1,1738946698743,,0,3,2,422,3056,2147483647,ETFs,"iShares, UCITS, DIST, EUR",True,False,False,True,100.0,20.36,20.4,20.61,20.005,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.04,40.0,,0,0,0,0,Fri Feb 07 17:44:58 CET 2025,False,False
RX.FR,EUR,STC,EUR,6,15,104,6,3,1,1,0,,0,3,2,223,2423,2147483647,France,CLOSE ONLY / Recylex SA,True,False,False,True,100.0,0.0,0.0,0.0,0.0,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.0,0.0,,0,0,0,0,Thu Jan 01 01:00:00 CET 1970,False,False
NAVYA.FR,EUR,STC,EUR,6,15,104,6,4,1,1,1674577040305,,0,4,2,224,2423,2147483647,France,Navya SA,True,False,False,True,100.0,0.0297,0.0299,0.0,0.0,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.0002,2.0,,0,0,0,0,Tue Jan 24 17:17:20 CET 2023,False,False
CDE.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961613502,,0,2,2,12,2436,2147483647,US,Coeur Mining Inc,True,False,False,True,100.0,6.89,6.91,7.2,6.88,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.02,2.0,,0,0,0,0,Fri Feb 07 21:53:33 CET 2025,False,False
COOP.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961989367,,0,2,2,12,2436,2147483647,US,Mr. Cooper Group Inc,True,False,False,True,100.0,106.37,106.66,106.73,104.48,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.29,29.0,,0,0,0,0,Fri Feb 07 21:59:49 CET 2025,False,False
RCUS.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961925724,,0,2,2,12,2436,2147483647,US,Arcus Biosciences Inc,True,False,False,True,100.0,12.55,12.59,13.0,12.54,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.04,4.0,,0,0,0,0,Fri Feb 07 21:58:45 CET 2025,False,False
ACE.IT,EUR,STC,EUR,6,15,104,6,3,1,1,1738946695733,,0,3,2,224,2425,2147483647,Italy,Acea SpA,True,False,False,True,100.0,17.7,17.74,18.11,17.47,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.04,40.0,,0,0,0,0,Fri Feb 07 17:44:55 CET 2025,False,False
TIP.IT_9,EUR,STC,EUR,6,15,104,6,3,1,1,1738946698247,,0,3,2,223,2425,2147483647,Italy,Tamburi Investment Partners SpA,True,False,False,True,100.0,8.38,8.41,8.5,8.34,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.03,30.0,,0,0,0,0,Fri Feb 07 17:44:58 CET 2025,False,False
PR1E.DE,EUR,ETF,EUR,6,15,104,6,3,1,1,1738946579691,,0,3,2,226,3052,2147483647,ETFs,"Amundi, UCITS DR, DIST, EUR",True,False,False,True,100.0,30.345,30.405,30.525,30.17,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.06,60.0,,0,0,0,0,Fri Feb 07 17:42:59 CET 2025,False,False
28IY.DE,EUR,ETF,EUR,6,15,104,6,4,1,1,1738946691713,,0,4,2,276,3052,2147483647,ETFs,"iShares, UCITS, DIST, EUR",True,False,False,True,100.0,5.157,5.163,5.1632,5.1352,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.006,60.0,,0,0,0,0,Fri Feb 07 17:44:51 CET 2025,False,False
REG.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961936753,,0,2,2,12,2436,2147483647,US,Regency Centers Corp,True,False,False,True,100.0,74.17,74.24,74.73,72.71,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.07,7.0,,0,0,0,0,Fri Feb 07 21:58:56 CET 2025,False,False
FXA.US_5,USD,ETF,USD,6,4,103,6,2,1,1,1738961989367,,0,2,2,671,70,2147483647,ETF,"Invesco, DIST, USD",False,False,False,True,100.0,61.93,62.16,62.25,61.79,1.0,1000000.0,1.0,0.01,0.01,-0.02458,-0.00042,40.0,0.23,23.0,,0,0,0,0,Fri Feb 07 21:59:49 CET 2025,True,False
FIE.DE_9,EUR,STC,EUR,6,15,104,6,2,1,1,1738946696233,,0,2,2,223,2424,2147483647,Germany,Fielmann AG,True,False,False,True,100.0,43.25,43.55,44.4,43.3,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.3,30.0,,0,0,0,0,Fri Feb 07 17:44:56 CET 2025,False,False
SPXC.US_9,USD,STC,USD,6,15,104,6,2,1,1,1738961987361,,0,2,2,12,2436,2147483647,US,SPX Technologies Inc,True,False,False,True,100.0,150.01,150.73,151.74,147.93,1.0,1000000.0,1.0,0.01,0.01,0.0,0.0,100.0,0.72,72.0,,0,0,0,0,Fri Feb 07 21:59:47 CET 2025,False,False
MNOD.UK_4,USD,STC,USD,6,4,103,6,4,1,1,1701190280674,,0,4,2,572,885,2147483647,UK,MMC Norilsk Nickel PJSC CFD - ADR ,True,False,False,True,100.0,1.8871,1.8929,0.0,0.0,1.0,1000000.0,1.0,0.0001,0.0001,0.0,0.0,100.0,0.0058,58.0,,0,0,0,0,Tue Nov 28 17:51:20 CET 2023,False,False
HMB.SE_4,SEK,STC,SEK,6,4,103,6,2,1,1,1738946391246,,0,2,2,625,1355,2147483647,Sweden,Hennes & Mauritz AB CFD,True,False,False,True,100.0,147.32,147.83,151.42,147.02,1.0,1000000.0,1.0,0.01,0.01,-0.0192,-0.0058,20.0,0.51,51.0,,0,0,0,0,Fri Feb 07 17:39:51 CET 2025,False,False
EUN0.DE,EUR,ETF,EUR,6,15,104,6,3,1,1,1738946693723,,0,3,2,226,3052,2147483647,ETFs,"iShares, UCITS, ACC, EUR",True,False,False,True,100.0,64.53,64.6,64.72,63.9,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.07,70.0,,0,0,0,0,Fri Feb 07 17:44:53 CET 2025,False,False
DPW.DE_9,EUR,STC,EUR,6,15,104,6,3,1,1,1738946698243,,0,3,2,225,2424,2147483647,Germany,Deutsche Post AG,True,False,False,True,100.0,34.77,34.78,35.59,34.76,1.0,1000000.0,1.0,0.001,0.001,0.0,0.0,100.0,0.01,10.0,,0,0,0,0,Fri Feb 07 17:44:58 CET 2025,False,False
